,title,phone,website,location/lat,location/lng,type
314,ALTA CARE AND CONSULTATIONS,(505) 600-1217,http://altacareandconsultations.com/?utm_source=gmb&utm_medium=referral,35.1169475,-106.7026086,Medical Facilities
315,Nextcare-Unser Location,(505) 205-1271,https://cvprovider.nmhealth.org/directory.html,35.1032068,-106.7294072,Medical Facilities
316,Presbyterian Family Medicine in Albuquerque on Atrisco Dr,(505) 462-7575,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_atrisco_pcpfammed__049,35.127167,-106.7067868,Medical Facilities
317,True Health Center,(505) 897-6560,https://thcabq.com/,35.1450945,-106.6943028,Medical Facilities
318,PRESNow 24/7 Urgent and Emergency Care,(505) 596-2200,https://www.presnow247.org/albuquerque-urgent-er-care-coors/?utm_source=GMBSocialClimb&utm_medium=PRESNow24/7UrgentandEmergencyCare,35.1344115,-106.7022775,Medical Facilities
319,Pino Michelle,(505) 843-6168,http://wsnm.org/,35.1565182,-106.6796432,Medical Facilities
320,Neck & Back Clinic,,,35.1846409,-106.662274,Medical Facilities
321,Vaughn Call,(505) 553-3607,,35.1817134,-106.6751329,Medical Facilities
322,IHS Dental Clinic,(505) 346-2306,https://www.ihs.gov/AIDC/,35.1725552,-106.6661894,Medical Facilities
323,New Season Treatment Center – Albuquerque North,(505) 445-2400,https://www.newseason.com/treatment-center-locations/new-mexico/albuquerque-north-treatment-center/,35.1875588,-106.6620596,Medical Facilities
324,Brittany Garcia,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
325,Pure Infusion Suites of Albuquerque,(505) 966-9644,https://pureinfusionsuites.com/,35.2015266,-106.6463312,Medical Facilities
326,Wellness Studios Inc.,(505) 459-0025,https://www.wellnessfromwithinpc.com/,35.1960333,-106.6524069,Medical Facilities
327,Xranm,,https://xranm.com/,35.1885628,-106.6657911,Medical Facilities
328,Love Laser & Med Spa,(505) 261-3050,http://www.lovelaserandmedspa.com/,35.1802918,-106.6738767,Medical Facilities
329,Natalie Poole,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
330,Ernestine Vigil,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
331,"Gerard P. Garcia, PsyD",(505) 552-5506,,35.1565977,-106.7127335,Medical Facilities
332,Kristal Hansen,(505) 342-5409,,35.1328736,-106.6524952,Medical Facilities
333,Mona Gonzales,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
334,John Bond MD,(505) 727-6300,https://lovelacemedicalgroup.com/doctors/john-bond-md,35.1900676,-106.6664268,Medical Facilities
335,Jessica Sterner,(505) 342-5409,,35.1328736,-106.6524952,Medical Facilities
336,Shannon Oakman,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
337,Ramsey Houck,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
338,Jerry Brown,(505) 400-7282,,35.1560712,-106.6798326,Medical Facilities
339,Dr. Thomas Marquez,(505) 998-1717,,35.1843596,-106.6767527,Medical Facilities
340,Nicolas Otero,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
341,FREE Rapid & PCR Testing Albuquerque,(844) 964-1400,,35.1982982,-106.6570814,Medical Facilities
342,Albuquerque Health Services Medical & Psychological Treatment Center,,,35.1379098,-106.6354631,Medical Facilities
343,Roberta Goodson,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
344,"Scott Bernhardt, LCSW",(505) 295-7030,https://www.oakstreethealth.com/doctors/scott-bernhardt?utm_source=listings&utm_vpf=rep,35.1391383,-106.6408277,Medical Facilities
345,Stacey Graziano,(801) 871-9145,https://mountainwestautism.com/about/,35.1560712,-106.6798326,Medical Facilities
346,"Lotus Family Health & Wellness ,LLC",(505) 896-1222,,35.1286769,-106.6428771,Medical Facilities
347,Mosler Donna,(505) 843-6168,http://wsnm.org/,35.156559,-106.679573,Medical Facilities
348,Open Skies Healthcare,(505) 345-8471,http://www.openskieshealthcare.org/,35.1329203,-106.6525115,Medical Facilities
349,Alliance Medical LLC,(505) 238-8314,,35.1913604,-106.6738416,Medical Facilities
350,Duke City Urgent Care,(505) 814-1995,http://www.dukecityurgentcare.com/,35.189599,-106.6662491,Medical Facilities
351,Cottonwood Family Medicine,(505) 433-4446,http://cottonwoodfamilymed.com/,35.2003041,-106.6516468,Medical Facilities
352,Mountain Desert Health,(505) 899-9873,https://www.mountaindeserthealth.com/?utm_source=gmb_auth,35.1514005,-106.6882683,Medical Facilities
353,Leeman Rebecca,(505) 843-6168,http://wsnm.org/,35.1565182,-106.6796432,Medical Facilities
354,Optum Body Aesthetic Services,(505) 232-1520,https://abqhp.com/Clinic/108,35.2086146,-106.6791018,Medical Facilities
355,Children’s Outpatient Behavioral Health Services,(505) 272-0371,https://unmhealth.org/childrens-hospital/services/behavioral-health/,35.1117015,-106.6320613,Medical Facilities
356,Lovelace Outpatient Rehabilitation - Westside Hospital,(505) 727-2123,https://lovelace.com/locations/outpatient-rehabilitation-clinics,35.2086146,-106.6791018,Medical Facilities
357,Antonia Garcia,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
358,Frances Martinez,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
359,Paula Wiltgen,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
360,Albuquerque Internal Medicine,(505) 314-0748,,35.1324263,-106.5969881,Medical Facilities
361,Nakita Walker,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
362,"Roger H. White Jr, PhD",(505) 843-9379,,35.1205069,-106.6806104,Medical Facilities
363,Virginia Candelaria-Martinez,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
364,Deborah Britt,(505) 342-5409,,35.1328736,-106.6524952,Medical Facilities
365,Aaron Barba,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
366,Robert Orchard,(505) 841-1000,,35.0865754,-106.6370803,Medical Facilities
367,Pathology Assocs-Albuquerque,(505) 841-1330,https://paapathology.com/,35.081573,-106.635382,Medical Facilities
368,Nmakc Acute Dialysis,(505) 244-4050,,35.0531999,-106.629356,Medical Facilities
369,"Katy J. Watson, DPT",(505) 898-9700,,35.2076385,-106.6786514,Medical Facilities
370,Presbyterian Pediatric Endocrinology in Albuquerque at Presbyterian Hospital,(505) 563-6530,https://www.phs.org/doctors-services/services-centers/childrens-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_ph_pedspecendo__134,35.0816144,-106.6354914,Medical Facilities
371,Western Dermatology Consultants,(505) 897-1313,https://www.westerndermatology.com/?utm_source=Google%20My%20Business,35.2076835,-106.6787719,Medical Facilities
372,New season Mexico CentralTreatment Center,(505) 268-5611,https://www.newseason.com/treatment-center-locations/new-mexico/central-new-mexico-treatment-center/,35.1032867,-106.6519622,Medical Facilities
373,Leo Sainz,(505) 342-5409,,35.1328736,-106.6524952,Medical Facilities
374,Wiyanna Victor,(505) 342-5409,,35.1328736,-106.6524952,Medical Facilities
375,Stryker Orthopaedics,(505) 344-0495,,35.1130956,-106.6281109,Medical Facilities
376,Patricia Archuleta,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
377,"The Foot & Ankle Clinic Of Albuquerque, PC",(505) 717-1591,https://1footandankle.com/,35.088712,-106.6319625,Medical Facilities
378,Presbyterian Outpatient Gastroenterology Lab in Albuquerque on Cedar St,(505) 224-7000,https://www.phs.org/doctors-services/services-centers/specialties/gastroenterology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_cedar_gastrolab__128,35.0798237,-106.6348643,Medical Facilities
379,Optum Rheumatology,(505) 262-7248,https://abqhp.com/Clinic/54,35.0533218,-106.6364066,Medical Facilities
380,Medicine Specialty Clinic,(505) 272-3840,,35.0881658,-106.6173752,Medical Facilities
381,"Southwest Women's Health, P.A.",(505) 843-7131,,35.080172,-106.6383972,Medical Facilities
382,Optum Cardiology,(505) 262-7451,https://abqhp.com/Clinic/10,35.0533218,-106.6364066,Medical Facilities
383,John Marshall Health and Social Services Center,(505) 848-1345,https://www.cabq.gov/family/services/health-social-services/john-marshall,35.0683131,-106.6415584,Medical Facilities
384,"Tiffany O. Medford, DPT",(505) 897-3575,https://vibrantcare.com/location/albuquerque-west/,35.2065064,-106.6786743,Medical Facilities
385,Cynthia Rivera,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
386,Wcsc,(505) 559-4495,http://www.wcscnm.com/,35.0870971,-106.6398836,Medical Facilities
387,Arturo Calderon,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
388,Shashwat Pandhi,(505) 272-1476,https://hsc.unm.edu/directory/pandhi-shashwat.html,35.0707895,-106.634104,Medical Facilities
389,Monique Torres,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
390,UNM Young Women's Clinic,(505) 925-4297,,35.0560957,-106.6225556,Medical Facilities
391,Albuquerque HGH Therapy Clinic,,http://albuquerque.hgh-clinic.online/,35.085043,-106.6310773,Medical Facilities
392,Presbyterian Pediatric Chronic Care Clinic in Albuquerque at Presbyterian Hospital,(505) 563-6530,https://www.phs.org/doctors-services/services-centers/childrens-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_ph_pedspeccc__132,35.0816144,-106.6354914,Medical Facilities
393,"Perinatal Associates of New Mexico, LTD",(505) 764-9535,http://panm.com/,35.0814338,-106.6352946,Medical Facilities
394,Optum Interventional Pain & Spine Care,(505) 262-7724,https://abqhp.com/Clinic/41,35.0533218,-106.6364066,Medical Facilities
395,"Dr. Maryalyse Adams Mercado, MD",(505) 345-3244,http://www.fcch.com/,35.1233514,-106.6568784,Medical Facilities
396,Albuquerque Patients Group,(505) 884-0733,,35.1198299,-106.6214723,Medical Facilities
397,Kenneth Bell,(505) 262-7000,,35.0533406,-106.6364376,Medical Facilities
398,Clinical & Consltng Psychlgsts,(505) 345-1879,,35.1406197,-106.6565631,Medical Facilities
399,UNM Center for Reproductive Health,(505) 925-4455,https://unmhealth.org/services/family-planning/,35.055132,-106.6228318,Medical Facilities
400,Lourdes Preciado,(505) 345-8471,,35.1328736,-106.6524952,Medical Facilities
401,Dr. Peter Headley,(505) 842-8171,http://nmcancercenter.org/,35.173875,-106.5901397,Medical Facilities
402,Medicine Evolved: A Multi Species Clinic,(505) 521-8663,http://medicine-evolved.com/,35.1093127,-106.6455253,Medical Facilities
403,Melanie Miller,(505) 291-2134,,35.0817941,-106.6349329,Medical Facilities
404,Presbyterian Hospital Physician Office Building (POB),(505) 841-1234,https://presbyterian-hospital.phs.org/services/Pages/clinics.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_ph__002,35.0816144,-106.6354914,Medical Facilities
405,Integrated Wellness,,,35.2097141,-106.6519531,Medical Facilities
406,Presbyterian Cardiology in Albuquerque at Presbyterian Hospital,(505) 563-2500,https://www.phs.org/doctors-services/services-centers/heart-health/cardiology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_phpob_cardiology__020,35.0816144,-106.6354914,Medical Facilities
407,"Dr Lisa Balduf, MD",,,35.173875,-106.5901397,Medical Facilities
408,Optum Surgery Center,(505) 262-7281,https://abqhp.com/clinic/33,35.2086146,-106.6791018,Medical Facilities
409,Interventional Pain Associates,(505) 588-7246,https://ipaofnm.com/,35.2065174,-106.6786052,Medical Facilities
410,"Teddy E. Ortiz, PT",(505) 897-3575,https://vibrantcare.com/location/albuquerque-west/,35.2065064,-106.6786743,Medical Facilities
411,Lovelace Sleep Center,,https://lovelace.com/services/sleep-medicine,35.2072406,-106.6775592,Medical Facilities
412,Geneva Krish,(505) 890-0003,,35.2046731,-106.6454792,Medical Facilities
413,Clover Youn,(505) 272-3303,https://hsc.unm.edu/directory/youn-clover.html,35.0707895,-106.634104,Medical Facilities
414,Presbyterian Ob/Gyn (Obstetrics and Gynecology) on Cedar SE,(505) 563-6000,https://www.phs.org/doctors-services/services-centers/womens-health/obstetrics-gynecology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_phpob_obgyn__109,35.0816144,-106.6354914,Medical Facilities
415,First Choice Community Healthcare: Briones Monica MD,(505) 768-5450,http://www.fcch.com/,35.0694194,-106.6488361,Medical Facilities
416,Garcia Rafael M,(505) 724-4300,http://www.newmexicoorthopaedics.com/,35.0806677,-106.6345762,Medical Facilities
417,MATERNITY & INFANT CARE,,http://hospitals.unm.edu/women/maternity/maternity_family.shtml,35.0682971,-106.6414193,Medical Facilities
418,Optum Vein Clinic,(505) 262-7281,https://abqhp.com/Clinic/67,35.2086146,-106.6791018,Medical Facilities
419,Dr. Scott Hartman,(505) 272-2900,,35.2060097,-106.6774285,Medical Facilities
420,New Mexico Foot & Ankle Institute,(505) 872-3333,http://www.nmfootandankle.com/,35.2076204,-106.6784569,Medical Facilities
421,Lovelace Medical Group - Sleep Medicine,(505) 727-2000,https://lovelace.com/services/sleep-medicine,35.206388,-106.6755393,Medical Facilities
422,Kimberly Chavez,(505) 255-5501,,35.1098932,-106.6315135,Medical Facilities
423,Enchanted Family Medicine,(505) 573-5134,http://www.enchantedfamilymedicine.com/,35.132443,-106.642165,Medical Facilities
424,Onuska Margaret,(505) 349-3361,,35.0788708,-106.6360989,Medical Facilities
425,ACC Health,(800) 856-6528,http://www.acchealthcare.com/,35.111654,-106.6342959,Medical Facilities
426,Health Partner General Surgery,,,35.2085593,-106.6788535,Medical Facilities
427,Zia Infused Wellness,(505) 890-8955,https://zia-infusedwellness.com/,35.2065064,-106.6786742,Medical Facilities
428,377th Medical Group - Kirtland Air Force Base,(505) 846-3200,http://kirtland.tricare.mil/,35.0536986,-106.5811897,Medical Facilities
429,Optum Dermatology,(505) 262-7097,https://nm.optum.com/Clinic/16,35.0533218,-106.6364066,Medical Facilities
430,Optum Bariatrics,(505) 262-7281,https://abqhp.com/Clinic/1109,35.0533218,-106.6364066,Medical Facilities
431,Judith Biesen,(505) 925-2400,,35.0534731,-106.6213613,Medical Facilities
432,Harris Marcia M,(505) 925-2424,,35.0544407,-106.6168531,Medical Facilities
433,Dr. Virginia Waldorf,(505) 272-8950,,35.0534731,-106.6213613,Medical Facilities
434,Planned Parenthood - San Mateo,(505) 265-9511,https://www.plannedparenthood.org/health-center/new-mexico/albuquerque/87108/san-mateo-2956-90210?utm_campaign=san-mateo&utm_medium=organic&utm_source=local-listing,35.0843951,-106.5866866,Medical Facilities
435,Optum Pulmonary,(505) 262-7223,https://nm.optum.com/Clinic/52,35.0533217,-106.6364067,Medical Facilities
436,Optum Radiology,(505) 262-3223,https://nm.optum.com/Clinic/1108,35.0533218,-106.6364066,Medical Facilities
437,Paul Romo,(505) 272-8950,https://hsc.unm.edu/directory/romo-paul.html,35.0534731,-106.6213613,Medical Facilities
438,Valencia Valley Health Care,(505) 200-2647,,35.0886438,-106.5802971,Medical Facilities
439,Administrative Medical Services,(505) 884-1214,,35.0888,-106.5800104,Medical Facilities
440,Dr. Snehal Bhatt,(505) 272-8950,https://vivo.health.unm.edu/display/n9924,35.0534731,-106.6213613,Medical Facilities
441,Optum Neurology,(505) 262-7250,https://nm.optum.com/Clinic/35,35.0533218,-106.6364066,Medical Facilities
442,ABQ Healthcare 2 You,(505) 658-4242,http://www.abqcare.com/,35.0824099,-106.6764794,Medical Facilities
443,Health & Wellness Center,(505) 846-1186,,35.054019,-106.5813344,Medical Facilities
444,ABC Wellness Clinic,(505) 266-6039,http://www.abcwellness.com/contact.html,35.075029,-106.5940425,Medical Facilities
445,"Dr. Patrick J. Abbott, MD",(505) 925-2400,,35.0544407,-106.6168531,Medical Facilities
446,Kristina Dumas,(505) 272-2111,,35.0534731,-106.6213613,Medical Facilities
447,Jennifer Vickers,(505) 272-3101,,35.0541541,-106.6195177,Medical Facilities
448,"Dr. Michael Bogenschutz, MD",(505) 925-2400,,35.0543904,-106.616881,Medical Facilities
449,Optum Surgery Center,(505) 262-7281,https://nm.optum.com/Clinic/1110,35.0533294,-106.6361999,Medical Facilities
450,Berlinda Gonzalez,(505) 925-2400,,35.0543904,-106.616881,Medical Facilities
451,UNM HSC PEDS Continuum of Care,(505) 925-2350,http://coc.unm.edu/,35.0541541,-106.6195177,Medical Facilities
452,Phi Air Medical,,,35.0363756,-106.6195659,Medical Facilities
453,Dr. Shelley Alonso-Marsden,(505) 272-2800,,35.0534731,-106.6213613,Medical Facilities
454,Desert Mountain Medical,(505) 247-2858,,35.0542503,-106.6238125,Medical Facilities
455,BeeWell Medical Center,(505) 554-2681,http://www.beewellmedical.com/,35.0904527,-106.5569008,Medical Facilities
456,UNM Pediatric Urgent Care,(505) 272-2345,https://hsc.unm.edu/,35.0879816,-106.6172609,Medical Facilities
457,Presbyterian Family Medicine in Albuquerque at Kaseman Hospital,(505) 291-2402,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_pkh_pcpfammed__048,35.093401,-106.5547642,Medical Facilities
458,First Nations Community HealthSource,(505) 262-2481,http://fnch.org/,35.0760233,-106.5657222,Medical Facilities
459,Albuquerque Family Mental Health Clinic,(505) 256-0065,,35.0829941,-106.577805,Medical Facilities
460,Women's Health Clinic: Hall Rebecca MD,(505) 272-2245,,35.087967,-106.6186759,Medical Facilities
461,S W Center For Pain Management,(505) 242-4800,http://www.swpainnm.com/,35.0862687,-106.6497147,Medical Facilities
462,Women's Surgical Center,(800) 777-7630,https://southwesternwomens.com/,35.0895157,-106.6392299,Medical Facilities
463,UNM Department of OB-GYN,(505) 272-2245,http://obgyn.unm.edu/,35.0881912,-106.6190589,Medical Facilities
464,Isabel Ross,(505) 247-4900,,35.0833483,-106.65157,Medical Facilities
465,Fundamental Health Care,(505) 767-6468,,35.0848747,-106.6388774,Medical Facilities
466,Circulate Vascular Specialists,(505) 317-7737,https://circulatevascular.com/,35.0895186,-106.6380747,Medical Facilities
467,"Dr Mahmood Zamanian, MD | Internal Medicine | Presbyterian Primary Care in Albuquerque",(505) 291-2200,https://www.phs.org/doctors-services/services-centers/primary-care/internal-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpintmed_zamanian_1386641876,35.0941831,-106.5537143,Medical Facilities
468,DNA & Paternity of Albuquerque,(505) 304-3886,,35.0786226,-106.583688,Medical Facilities
469,Presbyterian Sleep Medicine in Albuquerque at Kaseman Hospital,(505) 291-2700,https://www.phs.org/doctors-services/services-centers/sleep-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_pKh_sleepmedicine__171,35.0932847,-106.5547117,Medical Facilities
470,Uh Women's Health,(505) 272-2245,https://www.uhhospitals.org/services/obgyn-womens-health,35.0881912,-106.6190589,Medical Facilities
471,"Dr Angela Dunn, DO | Internal Medicine | Presbyterian Primary Care",(505) 462-7333,https://www.phs.org/doctors-services/services-centers/primary-care/internal-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpintmed_dunn_1942525597,35.0736339,-106.5870574,Medical Facilities
472,Rio Grande Natural Health Clinic,(505) 837-2335,https://www.nealsirwinski.com/,35.087812,-106.5909693,Medical Facilities
473,Althera Alternative Care | Direct Primary Care Albuquerque,(505) 322-2411,https://www.altheraclinic.com/,35.088112,-106.5853914,Medical Facilities
474,Specialty Seating Clinic,(505) 222-4610,https://www.nmhealth.org/about/ddsd/pgsv/clinical/specialty/seating/,35.0887947,-106.5584531,Medical Facilities
475,First Nations Community Healthsource Truman Clinic,(505) 248-2990,http://fnch.org/,35.0886266,-106.5878262,Medical Facilities
476,Young Children's Health Center,(505) 272-9242,https://directory.unm.edu/departments/department_phone_list.php?dept=863,35.0737113,-106.5629806,Medical Facilities
477,Maternal Diabetes Clinic,(505) 272-0182,,35.09,-106.62,Medical Facilities
478,higi,(866) 818-8793,https://higi.com/locator,35.0881886,-106.5792165,Medical Facilities
479,Home Health Care,(505) 225-9507,,35.0804301,-106.5543455,Medical Facilities
480,Presbyterian Adult & Geriatric Behavioral Health Clinic in Albuquerque on Wyoming Blvd,(505) 291-5300,https://www.phs.org/doctors-services/services-centers/behavioral-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_wyoming1325_adultbh__001,35.0921258,-106.5518573,Medical Facilities
481,One Hope Centro de Vida Health Center,(505) 256-1100,https://www.eastcentralministries.org/one-hope-clinic,35.0754999,-106.5528767,Medical Facilities
482,Journal Center Healthcare Center,(505) 262-7000,http://www.abqhp.com/,35.1695868,-106.5859124,Medical Facilities
483,Dwyer Karen,(505) 559-4495,http://www.wcscnm.com/,35.1339524,-106.5930342,Medical Facilities
484,Women's Specialists of New Mexico (WSNM),(505) 843-6168,http://wsnm.org/,35.1334418,-106.5914738,Medical Facilities
485,Sage Neuroscience Center,(505) 884-1114,http://www.sageclinic.org/,35.1718753,-106.5905856,Medical Facilities
486,Precision Medical Hair Restoration & Aesthetics,,https://precisionmedicalhair.com/,35.1393856,-106.5868006,Medical Facilities
487,Presbyterian Menopause Services in Albuquerque on Pan American Fwy,(505) 823-8787,https://www.phs.org/doctors-services/services-centers/womens-health/obstetrics-gynecology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_panam_menopause__226,35.1548593,-106.5860246,Medical Facilities
488,Presbyterian Pediatric Urgent Care in Albuquerque on Harper Dr,(505) 823-8888,https://www.phs.org/doctors-services/services-centers/urgent-care/pediatric-urgent-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_harper_puc,35.1538151,-106.5842613,Medical Facilities
489,Presbyterian COVID Drive Through Testing in Albuquerque on San Mateo,,https://www.phs.org/covid19/?utm_source=gmb&utm_medium=covid_abq_5200sanmateo&utm_campaign=listing,35.1399538,-106.5853484,Medical Facilities
490,Sunrise Medical Pain Clinic,(505) 433-5572,https://sunrisemedicalnm.com/,35.1466134,-106.5673315,Medical Facilities
491,"Tranquility Ketamine Clinic, LLC",(505) 639-4973,https://tranquilityketamine.com/,35.1319748,-106.5969429,Medical Facilities
492,UNM Center For Life,(505) 925-7464,https://hsc.unm.edu/health/patient-care/integrative-medicine/index.html,35.1546449,-106.5934896,Medical Facilities
493,"Robert Martinez Jr., FNP-BC",(505) 727-4430,https://lovelace.com/doctors/robert-martinez-jr-fnp-bc-0,35.1577762,-106.5948568,Medical Facilities
494,Accident and Injury Clinic of Albuquerque,(505) 916-3574,http://accidentinjuryalbuquerque.com/,35.1304817,-106.5919494,Medical Facilities
495,OmniSleep Sleep Health,(505) 843-8758,http://www.omnisleep.com/,35.1661437,-106.600777,Medical Facilities
496,"Dr. Josip Gazic, MD",(505) 884-1114,https://sageclinic.org/,35.171829,-106.5905947,Medical Facilities
497,ABQ Orthopedics,(505) 418-6636,http://www.abqorthopedics.com/,35.1346949,-106.5927901,Medical Facilities
498,Presbyterian Pulmonology Lab in Albuquerque on Harper Dr,(505) 823-8200,https://www.phs.org/doctors-services/services-centers/specialties/pulmonology/Pages/pulmonology-lab-harper.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_harper_pulmolab__225,35.1538502,-106.5848192,Medical Facilities
499,New Mexico Arthritis Center,(505) 822-1309,,35.1738173,-106.5896041,Medical Facilities
500,Optum Endocrinology,(505) 262-7455,https://abqhp.com/Clinic/95,35.1697396,-106.5859385,Medical Facilities
501,"MicroNutrient Infusion Services, AHC LLC",(505) 821-9609,http://www.ahctherapies.com/,35.1605104,-106.597521,Medical Facilities
502,Optum Podiatry,(505) 232-1530,https://abqhp.com/clinic/50,35.1697396,-106.5859385,Medical Facilities
503,"Women's Pelvic Care of NM, LLC",(505) 888-0443,http://www.womenspsc.com/,35.153743,-106.6008106,Medical Facilities
504,Opti Health Inc,(505) 875-1900,,35.1337383,-106.5929068,Medical Facilities
505,RMA Vascular Access Center,(505) 998-7475,https://renalmed.com/pages/access-center,35.1670404,-106.6007225,Medical Facilities
506,Usa Pain Clinics,,,35.1660875,-106.6002807,Medical Facilities
507,Optum Bariatrics,(505) 262-7281,https://abqhp.com/Clinic/1109,35.1697396,-106.5859385,Medical Facilities
508,Optum Vascular Lab,(505) 262-7281,https://abqhp.com/clinic/103,35.1697396,-106.5859385,Medical Facilities
509,"Dr. Thomas W. Longley, MD",(505) 295-7030,https://www.oakstreethealth.com/doctors/dr-thomas-w-longley-md?utm_source=listings&utm_vpf=rep,35.1391383,-106.6408277,Medical Facilities
510,ED Men's Consulting,,https://albuquerque.erectile-dysfunction-medical-center.com/,35.1535715,-106.6023301,Medical Facilities
511,Presbyterian Wound and Ostomy Center on Harper Dr NE,(505) 823-8870,https://www.phs.org/doctors-services/services-centers/Pages/wound-center.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_harper_wound,35.1539764,-106.584999,Medical Facilities
512,ALB Pain Management & Spine Care,(505) 800-7885,https://www.albpainclinic.com/,35.1337051,-106.592926,Medical Facilities
513,South West Interventional Pain Specialist,(505) 881-5080,http://swipsnm.com/,35.1346962,-106.5928274,Medical Facilities
514,Southwest Endoscopy,(505) 999-1600,http://southwestgi.com/,35.1706814,-106.5885402,Medical Facilities
515,AXCES Health | AXCES Research Albuquerque,(505) 807-0454,http://axcesresearch.com/,35.131938,-106.5969798,Medical Facilities
516,"Dr Jennifer Perry, MD | Presbyterian Family Medicine | Primary Care",(505) 823-8282,https://www.phs.org/doctors-services/services-centers/primary-care/family-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpfammed_perry_1538664925,35.1548602,-106.5860841,Medical Facilities
517,"Infinity Medical Center, Scott Walker NP-C",(505) 322-2510,http://www.infinitymedicalofabq.com/,35.1638736,-106.5972813,Medical Facilities
518,SWGA,+1 9991600,https://www.southwestgi.com/,35.1706814,-106.5885402,Medical Facilities
519,Industrial Rehabilitation Clinic,(505) 797-7691,http://www.ircclinics.com/contact-us,35.1673559,-106.5891998,Medical Facilities
520,Presbyterian Obstetrics and Gynecology in Albuquerque on Pan American Fwy,(505) 823-8787,https://www.phs.org/doctors-services/services-centers/womens-health/obstetrics-gynecology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_panam_obgyn__110,35.1548602,-106.5860841,Medical Facilities
521,"Leyna R. Inberg, NP",(505) 295-7030,,35.1391383,-106.6408277,Medical Facilities
522,Renal Medicine Associates,(505) 998-7400,https://renalmed.com/,35.1669818,-106.6007273,Medical Facilities
523,Specialized Medical Services,(505) 345-9241,,35.1513514,-106.5909242,Medical Facilities
524,"Laura Wells, FNP",(505) 727-6200,https://lovelace.com/doctors/laura-wells-fnp,35.1577762,-106.5948568,Medical Facilities
525,Abq Injury Clinic,(505) 884-4365,http://abqinjuryclinic.wixsite.com/abqinjuryclinic,35.1424678,-106.5860546,Medical Facilities
526,Cano Health,(505) 886-4100,http://canohealth.com/,35.1451613,-106.6417459,Medical Facilities
527,Infectious Diseases & Internal Medicine PC,(505) 848-3730,https://www.idimanewmexico.com/,35.1540841,-106.5845515,Medical Facilities
528,Presbyterian Anticoagulation Services in Albuquerque on Pan American Fwy,(505) 823-8282,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_panam_anticoag,35.1548602,-106.5860841,Medical Facilities
