title,phone,website,categoryName
Van Buren Middle School,(505) 268-3833 ext. 26803,https://vanburen.aps.edu/,Middle school
Madison Middle School,(505) 299-4735,https://madison.aps.edu/,Middle school
Kennedy Middle School,(505) 298-6701,https://kennedy.aps.edu/,Middle school
Ace Leadership High School,(505) 242-4733,http://aceleadership.org/,High school
St Charles Catholic School,(505) 243-5788,http://www.stcharlesabq.org/,Middle school
Christ Lutheran School,(505) 884-3876,https://www.clsabq.com/,Middle school
Voz Collegiate Preparatory Charter School,(505) 336-5559,https://www.vozcollegiateprep.org/,Charter school
ACES Technical Charter School,(505) 506-1186,http://www.acespublicschools.org/,Charter school
Hope Christian School,(505) 821-2513,https://www.hopechristianschool.org/,High school
Digital Arts & Technology Academy,(505) 341-0888,http://datacharter.org/,Charter school
.,(505) 916-8618,http://gordonbernell.org/,Charter school
New Mexico International School,(505) 503-7670,http://www.nmis.org/,Charter school
St.Marys,(505) 242-6271,https://stmarys.me/,Middle school
Siembra Leadership High School,(505) 243-3308,http://siembraabq.org/,High school
Middle school pick up,,,Middle school
Menaul School,(505) 345-7727,http://www.menaulschool.org/,Private educational institution
Vision Quest Alternative Middle,(505) 888-7529,,High school
Mission Achievement and Success Charter School 1.0,(505) 242-3118,http://missionachievementandsuccess.com/,Charter school
Jackson middle school Albuquerque,,,School
Jackson Middle School,(505) 291-6834,https://jackson.aps.edu/,Middle school
Hope Christian Middle School,(505) 822-5370,https://ms.hcsnm.org/,Middle school
Hoover Middle School,(505) 298-6896,https://hoover-aps-nm.schoolloop.com/,Middle school
Cottonwood Classical Preparatory School,(505) 998-1021,https://www.cottonwoodclassical.org/,Preparatory school
Wilson Middle School,(505) 268-3961 ext. 27109,https://wilson.aps.edu/,Middle school
"Southwest Aeronautics, Mathematics and Science Academy",(505) 338-8601,http://www.samsacademy.com/,Middle school
Grant Middle School,(505) 299-2113 ext. 3001,https://grant.aps.edu/,Middle school
Hayes Middle School,(505) 265-7741 ext. 26502,https://hayes.aps.edu/,Middle school
Cleveland Middle School,(505) 881-9227 ext. 43501,https://cleveland.aps.edu/,Middle school
SAMS Academy Charter School,,,Middle school
Desert Ridge Middle School,(505) 857-9282,https://desertridge.aps.edu/,Middle school
21st Century Public Academy,(505) 254-0280,http://www.21stcenturypa.com/wp/,Middle school
South Valley Preparatory Community School,(505) 222-5642,https://www.southvalleyprep.org/,Middle school
McKinley Middle School,(505) 881-9390 ext. 43889,https://mckinley.aps.edu/,Middle school
Jefferson Middle School,(505) 255-8691,https://jefferson.aps.edu/,Middle school
Washington Middle School,(505) 764-2000,https://washington.aps.edu/,Middle school
Garfield Middle School,(505) 344-1647,https://garfield.aps.edu/,Middle school
L.B. Johnson Middle School,(505) 898-1492 ext. 40501,https://lbj.aps.edu/,Middle school
James Monroe Middle School,(505) 897-0101,https://jamesmonroe.aps.edu/,Middle school
Tony Hillerman Middle School,(505) 792-0698 ext. 37502,https://tonyhillerman.aps.edu/,Middle school
West Mesa High School,(505) 831-6993 ext. 57026,https://westmesa.aps.edu/,High school
La Promesa Early Learning Center,(505) 836-7706,http://www.lpelc.com/,Learning center
Bosque School,(505) 898-6388,http://www.bosqueschool.org/,Private educational institution
Volcano Vista High School,(505) 890-0343 ext. 37001,https://volcanovista.aps.edu/,High school
Carrington College,(505) 200-3745,https://carrington.edu/location/albuquerque-new-mexico/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=albuquerque&utm_term=CC_Albuquerque,College
Corrales International School,(505) 344-9733,http://corralesis.org/,High school
Explore Academy (Middle/High),(505) 305-5300,https://www.explore.academy/abq,High school
Sandia Preparatory School,(505) 338-3000,http://www.sandiaprep.org/,Preparatory school
"Acton Academy Albuquerque, Inc",(505) 358-1163,http://www.actonabq.org/,Private educational institution
St. Therese Catholic School,(505) 344-4479,http://stthereseschoolabq.org/,Catholic school
Evangel Christian Academy,(505) 883-4674,http://www.ecanm.info/,High school
The Great Academy,(505) 792-0306,http://thegreatacademy.org/,High school
Aztec Home Schooling,(505) 822-9790,http://www.aztec-hs.com/,Adult education school
Schools With Special Academic,(505) 880-0273,,Preschool
Amy Biehl Charter High School,(505) 299-9409,http://www.amybiehlhighschool.org/,High school
Albuquerque High School,,https://albuquerquehigh.aps.edu/,High school
Albuquerque Charter Academy,(505) 242-6640,http://www.abqcharteracademy.org/,High school
St. Pius X High School,(505) 831-8400,http://www.saintpiusx.com/,High school
Los Puentes Charter School,(505) 342-5959,https://lospuentes.org/,Charter school
Hope Christian High School,(505) 822-8868,https://hs.hcsnm.org/,Private educational institution
APS - Aztec Complex,(505) 298-6752,http://www.aps.edu/about-us/administrative-offices,Public educational institution
Eastern Hills Christian Academy,(505) 294-3373,http://www.easternhillschristianacademy.org/,Private educational institution
Christian Heritage Academy,(505) 884-4597,http://www.bellavistabaptistchurch.com/,Private educational institution
Eldorado High School,(505) 296-4871,https://eldorado.aps.edu/,High school
Albuquerque Public Schools,(505) 880-3700,http://www.aps.edu/,School administrator
Alice King Community School,(505) 344-0746,http://akcs.org/,Charter school
Calvary Christian Academy,(505) 842-8681,http://www.calvarychristianacademyabq.org/,High school
Sunset Mesa Pre-School,(505) 298-7626,http://sunset-mesa.com/,Preschool
DLD Sycamore School,(505) 822-0476,http://www.dldsycamoreschool.com/,Private educational institution
Sandia High School,(505) 294-1511,http://sandia.aps.edu/,High school
Shepherd Lutheran School,(505) 292-6622,http://school.shepherdlutheran.org/,Parochial school
Sandia Montessori School,(505) 293-6614,http://www.sandiaschool.com/,Montessori school
New Futures High School,(505) 883-5680 ext. 46246,https://newfutures.aps.edu/,High school
Del Norte High School,(505) 883-7222,https://delnorte.aps.edu/,High school
Freedom HS,(505) 884-6012,https://freedom.aps.edu/,High school
Albuquerque Christian School,(505) 872-0777,http://acsrams.org/,Private educational institution
Annunciation Catholic School,(505) 299-6783,http://www.acsabq.org/,Catholic school
Nex+ Gen Academy HS,(505) 878-6400,https://nexgen.aps.edu/,High school
Southwest Preparatory & Southwest Secondary Learning Centers Charter Schools,(505) 296-7677,http://www.sslc-nm.com/,High school
Gilbert L. Sena Charter High School,(505) 237-2374,https://www.senahigh.com/,Charter school
Our Lady of the Assumption Catholic School,(505) 256-3167,http://olacs.org/,Catholic school
Manzano High School,(505) 559-2200,https://manzano.aps.edu/,High school
Salam Academy,(505) 888-7688,http://www.salamacademy.org/,High school
Technology Leadership High School,(505) 338-2266,https://www.techabq.org/,High school
Oak Grove Classical Academy,(505) 269-2696,http://www.oakgroveclassical.com/,Private educational institution
Public Academy For Performing Arts,(505) 830-3128,http://www.paparts.org/,Art school
Highland High School,(505) 255-8788,https://highland.aps.edu/,High school
Early College Academy / Career Enrichment Center,(505) 247-3658,https://cec.aps.edu/,High school
Cesar Chavez Community School,(505) 877-0558,http://www.cesarchavezcharter.net/,High school
La Cueva High School,(505) 823-2327,https://lacueva.aps.edu/,High school
eCADEMY HS,(505) 247-4209,https://ecademy.aps.edu/,High school
New Mexico High School Coaches,(505) 554-7349,https://www.nmhsca.com/,High school
Albuquerque Academy,,https://www.aa.edu/,High school
NACA-CNM,,,High school
Pathways Academy,(505) 341-0555,http://www.pathwaysacademynm.org/,Private educational institution
Highland Autism Center,(505) 266-6869,https://nces.ed.gov/ccd/schoolsearch/school_detail.asp?ID=350006001079,Special education school
Albuquerque Public Schools Education Foundation,(505) 881-0841,http://www.apseducationfoundation.org/,Non-profit organization
Schools Public Special Edu,(505) 344-3927,http://www.aps.edu/,School
Albuquerque Public Schools,,http://www.aps.edu/,
Holy Ghost Catholic School,(505) 256-1563,http://hgcsabq.com/,Catholic school
New Mexico Academy for the Media Arts,(505) 243-1957,https://nmmediaarts.org/,Charter school
Axiom Christian Classical School,(505) 347-9068,https://www.axiomclassical.org/,School
Chesterton academy,,https://www.chestertonabq.com/,Catholic school
Health Leadership High School,(505) 750-4547,https://healthleadershiphighschool.org/,High school
College & Career High School,(505) 224-4880,https://collegecareerhigh.aps.edu/,High school
Cibola High School,(505) 897-0110,https://cibola.aps.edu/,High school
Valley High School,(505) 345-9021,https://valley.aps.edu/,High school
Volcano Vista Lady Hawks Volleyball,(505) 890-0343,https://vvhs-aps-nm.schoolloop.com/volleyball,Volleyball club
Latin American and Iberian Institute,(505) 277-2961,http://laii.unm.edu/,University
UNM College of Nursing,(800) 690-0934,https://hsc.unm.edu/college-of-nursing/,Nursing school
Dane Smith Hall,,http://www.unm.edu/,University
Ortega Hall,,http://campushistory.unm.edu/essays/ortega-hall.html,University department
Tamarind Institute,(505) 277-3901,https://tamarind.unm.edu/,Art gallery
Central New Mexico Community Clg,(505) 224-3000,http://www.cnm.edu/depts/fass/,College
UNM Department of Art & Art History,(505) 277-5861,http://art.unm.edu/,Art school
"Electrical and Computer Engineering Department, UNM",(505) 277-2436,http://www.ece.unm.edu/,University department
Armond H Seidler Natatorium,,,School
"Catholic Center, Archdiocese of Santa Fe",(505) 831-8100,http://www.archdiosf.org/,Catholic church
UNM,,https://www.unm.edu/,School
The Change Leader,+1 760-740-0200,https://changinghighered.com/,Consultant
Tierra Adentro of New Mexico,+1 505-967-4720,http://www.tierraadentronm.org/,School
UNM Parking & Transportation Services,+1 505-277-1938,http://pats.unm.edu/,Transportation service
Project ECHO (Non-Profit),+1 505-750-3246,http://echo.unm.edu/,University department
Student Registry,+1 505-990-4211,https://www.studentregistry.org/contact,
The University Of New Mexico Health Sciences Center,+1 505-272-6222,http://dermatology.unm.edu/,Skin care clinic
University Of New Mexico Police Department,+1 505-277-2241,http://police.unm.edu/,Police Station
TONI&GUY Albuquerque Academy,+1 505-842-8616,,Beauty therapy college
Zimmerman Library,+1 505-925-9554,https://library.unm.edu/,University library
UNM Campus Observatory,+1 505-277-1446,http://physics.unm.edu/pandaweb/observatory/,Observatory
UNM Alumni Association,+1 505-277-5808,http://www.unmalumni.com/,Non-profit organisation
UNM Mechanical Engineering Building,+1 505-277-2761,https://me.unm.edu/contact-us/map.html,University department
CNM STEMulus Center,+1 505-224-4717,https://www.cnm.edu/locations/stemulus-center,University department
UNM Bookstores,+1 505-277-5451,https://bookstore.unm.edu/,Book Shop
University of New Mexico School of Medicine Building No. 2,,https://unm.edu/,University department
Logan Hall Psychology,+1 505-277-4121,http://psych.unm.edu/,University department
Center For English Language & American Culture,+1 505-277-4032,http://www.unm.edu/~celac/,Language school
AISES,+1 505-765-1052,http://www.aises.org/,Media and information sciences faculty
Physical Plant Department The University of New Mexico,,http://ppd.unm.edu/,University department
UNM Center for High Technology Materials,+1 505-272-7800,http://www.chtm.unm.edu/,Research institute
Center for Southwest Research,+1 505-277-6451,https://elibrary.unm.edu/cswr/,Research institute
UNM Campus Tours,+1 505-277-8503,http://admissions.unm.edu/,University department
UNM Hospital,+1 505-272-2111,http://hsc.unm.edu/health,University hospital
UNM Music Prep School,+1 505-277-8816,http://music.unm.edu/community/music-prep-school/,Community school
Mesa Vista Hall,+1 505-277-0111,https://caps.unm.edu/employment/locations/mesa-vista-hall-mvh.php,University department
UNM Health Sciences Library & Informatics Center,+1 505-272-2311,https://hsc.unm.edu/hslic,University library
Physics & Astronomy and Interdisciplinary Science building,+1 505-277-2616,https://physics.unm.edu/,University department
Baptist Student Union,(505) 243-5401,https://directory.unm.edu/departments/department_phone_list.php?dept=68,Student union
UNM School of Architecture and Planning,(505) 277-2903,http://saap.unm.edu/,University department
IntelliTec College in Albuquerque,(505) 508-5225,https://intellitec.edu/locations/albuquerque-campus/?utm_source=Google%20My%20Business&utm_medium=ABQ,Trade school
CNM Advanced Technology Center,(505) 224-3000,https://click.cnm.edu/6165rf,School
Centennial Science and Engineering Library,(505) 277-4858,http://library.unm.edu/about/libraries/csel.php,University library
Mitchell Hall,,,University department
UNM Speech and Hearing Sciences Center,(505) 277-4453,http://shs.unm.edu/,University department
Science and Math Learning Center,,http://www.math.unm.edu/,University
Brookline College Albuquerque (Cottonwood) Campus,(505) 880-2877,https://www.brooklinecollege.edu/,Nursing school
UNM School of Law,(505) 277-2146,http://lawschool.unm.edu/,Law school
사우스웨스트 애커퍽쳐 대학,(505) 888-8868,,College
CNM Main Campus Student Services Center (SSC),(505) 224-3000,https://www.cnm.edu/student-resources/connect-services/locations-and-hours,Community college
Albuquerque Christian College,(505) 345-0238,,College
UNM Anderson School of Management,(505) 277-6471,http://www.mgt.unm.edu/,Management school
NMSU Office of Enrollment Services,(575) 646-0301,,Public university
UNM Continuing Education,(505) 277-0077,http://ce.unm.edu/,Educational institution
UNM Office Of Admissions,(505) 277-8900,https://admissions.unm.edu/,University department
Pima Medical Institute - Albuquerque,(800) 477-7462,https://pmi.edu/locations/new-mexico/albuquerque?utm_source=google&utm_medium=organic&utm_campaign=gmbwebsite&utm_content=albuquerque,Medical school
Trinity Southwest University,(505) 332-4253,http://trinitysouthwest.com/,University
UNM College of Pharmacy,(505) 272-3241,https://hsc.unm.edu/pharmacy/,College
University-NM Athletics Department,(505) 925-5634,,University
EC Council University,(505) 341-3228,https://www.eccu.edu/,University
Webster University,(505) 292-6988,http://www.webster.edu/,College
Brookline College Albuquerque Campus,(888) 717-0199,https://www.brooklinecollege.edu/,Nursing school
Wayland Baptist University - Albuquerque,(505) 323-9282,https://www.wbu.edu/campuses/albuquerque/index.htm?utm_source=gmb&utm_medium=listingalbuquerque&utm_campaign=website,University
New Mexico Student Union,(505) 277-5498,https://sub.unm.edu/,University
Highlands University,,https://www.nmhu.edu/,University
"University of St. Francis (Albuquerque, NM)",(505) 266-5565,http://www.stfrancis.edu/albuquerque,University
NMSU Albuquerque Center,(505) 830-2856,https://nmsu.edu/campuses/index.html,College
University of New Nm Comm & Jo,(505) 277-5305,,Private university
Senior Health Clinic,(505) 272-1754,https://unmhealth.org/services/senior-health.html,Geriatrician
University of New Mexico,(505) 272-7745,https://www.unm.edu/,College
The University of New Mexico,(505) 277-0111,http://www.unm.edu/,University
U NM,(505) 272-1269,https://www.unm.edu/,University
Student Veterans of UNM,,http://svunm.unm.edu/,School
University New Mexico Press,(505) 277-0111,http://unm.edu/,University department
TSU Archaeology Research Center (ARC),,,College
Central Campus,,,
"Albuquerque, NM",,,Private educational institution
University Of New Mexico Department Of Athletics,,,
University Heights,,,
The University of New Mexico: NM LEND Program,(505) 272-3025,https://hsc.unm.edu/cdd/training-programs/nmlend/,University department
North Campus,,,
Consortium Travel with UVA/Emory/Notre Dame - Southwest,,,University
University of New Mexico Bureau of Business and Economic Research,(505) 277-2216,https://bber.unm.edu/,Research institute
UNM College Enrichment Program,(505) 277-5321,https://cep.unm.edu/,Higher secondary school
Boston College-ISR,(505) 503-7818,,College
University West,,,
University Sports Publication,(505) 242-9091,,University
Center For the Education,(505) 243-4442,http://www.cesdp.nmhu.edu/,College
UNM John & June Perovich Business Center,(505) 272-2325,http://www.unm.edu/,School
UNM Arts Lab,(505) 277-2253,https://finearts.unm.edu/venues/arts-lab/,College
Economics Building,,,University
UNM,,https://www.unm.edu/,College
UNM South Campus,,,College
UNM Business Center,,https://www.mgt.unm.edu/,Educational institution
"CERIA - Center for Environmental Research, Informatics, & the Arts",,https://finearts.unm.edu/academics/departments/film-and-digital-arts/facilities/ceria/,College
University Of Albuquerque Urban Center,,,
CNM S Campus,,,University
Central New Mexico College,,http://www.cnm.edu/,Community college
Anderson Executive and Professional Education Center,(505) 277-2525,https://www.mgt.unm.edu/epec/,Public university
university of New mexico,,,School
University of New Mexico Lidar Lab,,http://epswww.unm.edu/labs/lidar,University
University of Phoenix Criminal Justice and Security Degree,(505) 821-4800,http://www.phoenix.edu/,University
University Nm Pa Program,(505) 272-9864,,University
University of Nm Emergency Med,(505) 272-5757,,Private university
UNM University House,(505) 200-9050,https://president.unm.edu/university-house/index.html,College
University-New Mexico Health,(505) 272-2220,,College
The University Of New Mexico Student Support And Services Center,(505) 277-8900,http://em.unm.edu/,University
Webster University - Albuquerque Metro,(505) 515-0718,,Graduate school
The University of New Mexico Foundation,(505) 313-7600,https://www.unmfund.org/,College
UNM Honors College,(505) 277-4211,http://honors.unm.edu/,College
Chapman University,,,University
Lewis University,(505) 255-3947,http://www.lewisu.edu/campuses/albuquerque/index.htm,University
University-New Mexico Health,(505) 272-3200,,College
University Of New Mexico - Communication and Business Center,(505) 272-4550,https://hsc.unm.edu/about/facilities/staff-and-other-space-information.html,University department
UNM Film & Digital Arts,+1 505-277-6262,http://film.unm.edu/,Education Centre
