title,phone,website,categoryName
New Mexico Family Clinic LLC,(505) 881-4012,https://nmfamilyclinic.com/,Medical clinic
First Choice Community Healthcare - Alamosa Medical Center,(505) 831-2534,https://www.fcch.com/index.php?page=alamosa-center,Community health centre
Rio Grande Family Medicine,(505) 224-7400,http://www.rgfmnm.com/,Medical clinic
The Zia Clinic,(505) 738-8942,https://theziaclinic.com/,Medical clinic
Optum Primary Care,(505) 839-2300,https://abqhp.com/Clinic/23,Medical clinic
Presbyterian Family Medicine in Albuquerque on Paradise Blvd,(505) 998-1717,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_paradise_pcpfammed__054,Medical clinic
Oak Street Health Fourth Street Primary Care Clinic,(505) 295-7030,https://www.oakstreethealth.com/locations/albuquerque-nm/fourth-street-doctors-office?utm_source=listings&utm_vpf=rep,Medical clinic
Ribera Healthcare Clinic,(505) 207-6526,https://www.riberahealthcare.org/?utm_source=gmb_auth,Medical clinic
MinuteClinic at CVS,(866) 389-2727,https://www.cvs.com/minuteclinic/clinic-locator/nm/albuquerque/7242.html?WT.mc_id=LS_mc_google_carenav_7242,Walk-in clinic
Family Health Clinic of Nm,(505) 994-5300,,Medical clinic
First Choice Community Healthcare - North Valley Medical Center,(505) 345-3244,https://www.fcch.com/index.php?page=locations,Medical clinic
UNM Southwest Mesa Center for Family and Community Health,(505) 925-4126,http://hospitals.unm.edu/family-health/locations/southwest-mesa.html,Community health centre
Presbyterian Pediatric Urgent Care in Albuquerque on Las Estancias Dr,(505) 462-7777,https://www.phs.org/doctors-services/services-centers/urgent-care/pediatric-urgent-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_lasestancias_ucpeds__140,Urgent care center
Lovelace Medical Group Westside Irving Clinic,(505) 727-6300,https://lovelacemedicalgroup.com/locations/irving,Doctor
"The Family Connection, LLC Corporate",(505) 717-1155,https://familyconnection.health/,Mental health clinic
Presbyterian Physical Therapy in Albuquerque on Las Estancias Dr,(505) 462-7707,https://www.phs.org/doctors-services/services-centers/rehabilitation-services/physical-therapy/Pages/las-estancias.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_lasestancias_rehab_phystherapy__274,Physical therapy clinic
"Perinatal Associates of New Mexico, LTD",(505) 877-4032,https://www.panm.com/,Medical clinic
Presbyterian Sleep Medicine in Albuquerque on Las Estancias Dr,(505) 291-2700,https://www.phs.org/doctors-services/services-centers/sleep-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_lasestancias_sleepmedicine_218,Sleep clinic
Women's Specialists of New Mexico (WSNM),(505) 843-6168,http://wsnm.org/locations/wsnm-westside-office/,Women's health clinic
QC Kinetix (Albuquerque-West),(505) 226-8688,https://qckinetix.com/new-mexico/albuquerque-west,Pain control clinic
H Dountas,,,Medical clinic
Health Port,(505) 883-7699,,Medical clinic
LIFE Family Healthcare,(505) 508-3458,https://www.lifefhc.com/,Medical Center
Southwest Home Sleep Testing Inc,(505) 715-0159,,Sleep clinic
"Paradigm Physical Therapy & Wellness - South Valley, Alb. NM",(505) 207-2344,https://paradigmnm.com/,Physical therapy clinic
Presbyterian Pediatrics in Albuquerque on Las Estancias Dr,(505) 462-7777,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_lasestancias_pcppeds__145,Pediatrician
Functional Family Medicine,(505) 922-9800,http://functionalfamilymedicine.net/,Medical clinic
Lovelace Medical Group Southwest Medical Associates,(505) 727-6300,http://www.lovelace.com/locations/lovelace-medical-group/lovelace-medical-group-irving,Medical group
UNMH N Valley Clinic,(505) 994-5300,,Medical clinic
Presbyterian Anticoagulation Services in Albuquerque on Las Estancias,(505) 462-7777,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_lasestancias_anticoag,Specialized clinic
Presbyterian Internal Medicine in Albuquerque on Las Estancias Dr,(505) 462-7777,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_lasestancias_pcpintmed__089,General practitioner
Cano Health,(505) 886-4100,http://canohealth.com/,Medical Center
Optum Primary Care,(505) 262-7451,,Medical clinic
"UNM Family Health, Westside Clinic",(505) 272-2900,https://unmhealth.org/services/womens-health/,Medical clinic
Alamosa Health & Social Services Center,(505) 831-2534,https://www.cabq.gov/family/facilities-centers/health-social-services-centers/alamosa,Community health centre
Virginia-diabetes,(505) 508-0000,,Diabetes center
Sanchez-Romero Antoinette,(505) 836-0288,,Medical clinic
Clinical LA Esperanza,(505) 508-1739,http://www.abqesperanza.com/,Doctor
New Hope Physical Therapy,(505) 289-0225,http://www.newhopephysicaltherapy.com/,Physical therapy clinic
Physician Solutions,(505) 503-7250,,Medical clinic
Optum Pediatrics,(505) 839-2300,https://abqhp.com/Clinic/44,Pediatrician
"Presbyterian: Nicole Anderson, Psy, PhD",(505) 462-7575,https://www.phs.org/doctors-services/services-centers/behavioral-health/Pages/behavioral-health.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_bhadult_anderson_1730126343,Psychologist
Dr. Kevin Weaver,(505) 462-7575,,Psychologist
Foot And Ankle Specialist Of Albuquerque,(505) 792-2570,,Medical clinic
"Dr Roberto Jordan, MD | Family Medicine | Presbyterian Primary Care",(505) 462-7575,https://www.phs.org/doctors-services/services-centers/primary-care/family-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpfammed_jordan_1043535560,Family practice physician
Lee Acosta,(505) 366-2400,,Counselor
Nina Hardy Mental Health Services,(505) 898-2760,,Mental health service
Neal David MD,(505) 232-1170,http://davitamedgroupnm.com/,Medical group
Health Horizons,(505) 893-2840,https://www.healthhorizonsusa.com/,Medical group
Lovelace Medical Group Orthopedics Rapid Access Clinic,(505) 727-4430,https://lovelacemedicalgroup.com/location/lovelace-medical-group-orthopedics-rapid-access-clinic,Orthopedic clinic
Nedda Karimi,(505) 596-2200,https://weence.com/medical/doctors/albuquerque-new-mexico/nedda-karimi/,Emergency care physician
1st Health Inc,(505) 559-4289,http://1sthealthinc.com/,Medical clinic
Senior Health Center,(505) 272-1754,,Mental health service
BEYOND HEALTH,(505) 899-4414,http://www.beyond-health.com/,Medical Center
"UNM Medical Group,Inc.",(505) 925-6001,http://unmmg.org/,Medical group
Duke City Health,(505) 899-4414,https://dukecityhealth.com/,Medical clinic
Carissamcreynolds,(505) 670-0335,,Medical clinic
NextCare Urgent Care,(505) 800-7070,https://nextcare.com/locations/nm/petroglyph/?utm_source=GoogleMaps&utm_medium=Local&utm_campaign=petroglyph,Urgent care center
"Dr Abhishek Ahuja, MD | Family Medicine | Presbyterian Primary Care",(505) 462-7575,https://www.phs.org/doctors-services/services-centers/primary-care/family-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpfammed_ahuja_1649455304,Family practice physician
ALTA CARE AND CONSULTATIONS,(505) 600-1217,http://altacareandconsultations.com/?utm_source=gmb&utm_medium=referral,Mental health service
Nextcare-Unser Location,(505) 205-1271,https://cvprovider.nmhealth.org/directory.html,Medical clinic
Presbyterian Family Medicine in Albuquerque on Atrisco Dr,(505) 462-7575,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_atrisco_pcpfammed__049,Family practice physician
True Health Center,(505) 897-6560,https://thcabq.com/,Medical clinic
PRESNow 24/7 Urgent and Emergency Care,(505) 596-2200,https://www.presnow247.org/albuquerque-urgent-er-care-coors/?utm_source=GMBSocialClimb&utm_medium=PRESNow24/7UrgentandEmergencyCare,Urgent care center
Pino Michelle,(505) 843-6168,http://wsnm.org/,Medical clinic
Neck & Back Clinic,,,Medical clinic
Vaughn Call,(505) 553-3607,,Medical clinic
IHS Dental Clinic,(505) 346-2306,https://www.ihs.gov/AIDC/,Dental clinic
New Season Treatment Center – Albuquerque North,(505) 445-2400,https://www.newseason.com/treatment-center-locations/new-mexico/albuquerque-north-treatment-center/,Addiction treatment center
Brittany Garcia,(505) 345-8471,,Psychologist
Pure Infusion Suites of Albuquerque,(505) 966-9644,https://pureinfusionsuites.com/,Medical group
Wellness Studios Inc.,(505) 459-0025,https://www.wellnessfromwithinpc.com/,Acupuncturist
Xranm,,https://xranm.com/,Medical diagnostic imaging center
Love Laser & Med Spa,(505) 261-3050,http://www.lovelaserandmedspa.com/,Medical spa
Natalie Poole,(505) 345-8471,,Psychologist
Ernestine Vigil,(505) 345-8471,,Psychologist
"Gerard P. Garcia, PsyD",(505) 552-5506,,Psychologist
Kristal Hansen,(505) 342-5409,,Psychologist
Mona Gonzales,(505) 345-8471,,Psychologist
John Bond MD,(505) 727-6300,https://lovelacemedicalgroup.com/doctors/john-bond-md,Doctor
Jessica Sterner,(505) 342-5409,,Psychologist
Shannon Oakman,(505) 345-8471,,Psychologist
Ramsey Houck,(505) 345-8471,,Psychologist
Jerry Brown,(505) 400-7282,,Counselor
Dr. Thomas Marquez,(505) 998-1717,,Psychologist
Nicolas Otero,(505) 345-8471,,Psychologist
FREE Rapid & PCR Testing Albuquerque,(844) 964-1400,,Diagnostic center
Albuquerque Health Services Medical & Psychological Treatment Center,,,Medical clinic
Roberta Goodson,(505) 345-8471,,Psychologist
"Scott Bernhardt, LCSW",(505) 295-7030,https://www.oakstreethealth.com/doctors/scott-bernhardt?utm_source=listings&utm_vpf=rep,Social worker
Stacey Graziano,(801) 871-9145,https://mountainwestautism.com/about/,Psychologist
"Lotus Family Health & Wellness ,LLC",(505) 896-1222,,Medical clinic
Mosler Donna,(505) 843-6168,http://wsnm.org/,Women's health clinic
Open Skies Healthcare,(505) 345-8471,http://www.openskieshealthcare.org/,Mental health clinic
Alliance Medical LLC,(505) 238-8314,,Medical clinic
Duke City Urgent Care,(505) 814-1995,http://www.dukecityurgentcare.com/,Urgent care center
Cottonwood Family Medicine,(505) 433-4446,http://cottonwoodfamilymed.com/,Medical clinic
Mountain Desert Health,(505) 899-9873,https://www.mountaindeserthealth.com/?utm_source=gmb_auth,Medical clinic
Leeman Rebecca,(505) 843-6168,http://wsnm.org/,Medical clinic
Optum Body Aesthetic Services,(505) 232-1520,https://abqhp.com/Clinic/108,Medical clinic
Children’s Outpatient Behavioral Health Services,(505) 272-0371,https://unmhealth.org/childrens-hospital/services/behavioral-health/,Mental health clinic
Lovelace Outpatient Rehabilitation - Westside Hospital,(505) 727-2123,https://lovelace.com/locations/outpatient-rehabilitation-clinics,Rehabilitation center
Antonia Garcia,(505) 345-8471,,Psychologist
Frances Martinez,(505) 345-8471,,Psychologist
Paula Wiltgen,(505) 345-8471,,Psychologist
Albuquerque Internal Medicine,(505) 314-0748,,Medical clinic
Nakita Walker,(505) 345-8471,,Psychologist
"Roger H. White Jr, PhD",(505) 843-9379,,Psychologist
Virginia Candelaria-Martinez,(505) 345-8471,,Psychologist
Deborah Britt,(505) 342-5409,,Psychologist
Aaron Barba,(505) 345-8471,,Psychologist
Robert Orchard,(505) 841-1000,,Medical clinic
Pathology Assocs-Albuquerque,(505) 841-1330,https://paapathology.com/,Medical clinic
Nmakc Acute Dialysis,(505) 244-4050,,Medical clinic
"Katy J. Watson, DPT",(505) 898-9700,,Physical therapist
Presbyterian Pediatric Endocrinology in Albuquerque at Presbyterian Hospital,(505) 563-6530,https://www.phs.org/doctors-services/services-centers/childrens-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_ph_pedspecendo__134,Medical clinic
Western Dermatology Consultants,(505) 897-1313,https://www.westerndermatology.com/?utm_source=Google%20My%20Business,Dermatologist
New season Mexico CentralTreatment Center,(505) 268-5611,https://www.newseason.com/treatment-center-locations/new-mexico/central-new-mexico-treatment-center/,Medical clinic
Leo Sainz,(505) 342-5409,,Psychologist
Wiyanna Victor,(505) 342-5409,,Psychologist
Stryker Orthopaedics,(505) 344-0495,,Medical clinic
Patricia Archuleta,(505) 345-8471,,Psychologist
"The Foot & Ankle Clinic Of Albuquerque, PC",(505) 717-1591,https://1footandankle.com/,Medical clinic
Presbyterian Outpatient Gastroenterology Lab in Albuquerque on Cedar St,(505) 224-7000,https://www.phs.org/doctors-services/services-centers/specialties/gastroenterology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_cedar_gastrolab__128,Gastroenterologist
Optum Rheumatology,(505) 262-7248,https://abqhp.com/Clinic/54,Medical clinic
Medicine Specialty Clinic,(505) 272-3840,,Doctor
"Southwest Women's Health, P.A.",(505) 843-7131,,Gynecologist
Optum Cardiology,(505) 262-7451,https://abqhp.com/Clinic/10,Medical clinic
John Marshall Health and Social Services Center,(505) 848-1345,https://www.cabq.gov/family/services/health-social-services/john-marshall,Community health centre
"Tiffany O. Medford, DPT",(505) 897-3575,https://vibrantcare.com/location/albuquerque-west/,Physical therapist
Cynthia Rivera,(505) 345-8471,,Psychologist
Wcsc,(505) 559-4495,http://www.wcscnm.com/,Medical clinic
Arturo Calderon,(505) 345-8471,,Psychologist
Shashwat Pandhi,(505) 272-1476,https://hsc.unm.edu/directory/pandhi-shashwat.html,Psychiatrist
Monique Torres,(505) 345-8471,,Psychologist
UNM Young Women's Clinic,(505) 925-4297,,Women's health clinic
Albuquerque HGH Therapy Clinic,,http://albuquerque.hgh-clinic.online/,Medical Center
Presbyterian Pediatric Chronic Care Clinic in Albuquerque at Presbyterian Hospital,(505) 563-6530,https://www.phs.org/doctors-services/services-centers/childrens-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_ph_pedspeccc__132,Pediatrician
"Perinatal Associates of New Mexico, LTD",(505) 764-9535,http://panm.com/,Medical clinic
Optum Interventional Pain & Spine Care,(505) 262-7724,https://abqhp.com/Clinic/41,Medical clinic
"Dr. Maryalyse Adams Mercado, MD",(505) 345-3244,http://www.fcch.com/,Family practice physician
Albuquerque Patients Group,(505) 884-0733,,Medical group
Kenneth Bell,(505) 262-7000,,Medical clinic
Clinical & Consltng Psychlgsts,(505) 345-1879,,Mental health clinic
UNM Center for Reproductive Health,(505) 925-4455,https://unmhealth.org/services/family-planning/,Women's health clinic
Lourdes Preciado,(505) 345-8471,,Psychologist
Dr. Peter Headley,(505) 842-8171,http://nmcancercenter.org/,Urologist
Medicine Evolved: A Multi Species Clinic,(505) 521-8663,http://medicine-evolved.com/,Alternative medicine practitioner
Melanie Miller,(505) 291-2134,,Psychiatrist
Presbyterian Hospital Physician Office Building (POB),(505) 841-1234,https://presbyterian-hospital.phs.org/services/Pages/clinics.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_ph__002,Medical office
Integrated Wellness,,,Physical therapist
Presbyterian Cardiology in Albuquerque at Presbyterian Hospital,(505) 563-2500,https://www.phs.org/doctors-services/services-centers/heart-health/cardiology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_phpob_cardiology__020,Medical clinic
"Dr Lisa Balduf, MD",,,Surgeon
Optum Surgery Center,(505) 262-7281,https://abqhp.com/clinic/33,Surgeon
Interventional Pain Associates,(505) 588-7246,https://ipaofnm.com/,Pain management physician
"Teddy E. Ortiz, PT",(505) 897-3575,https://vibrantcare.com/location/albuquerque-west/,Physical therapist
Lovelace Sleep Center,,https://lovelace.com/services/sleep-medicine,Sleep clinic
Geneva Krish,(505) 890-0003,,Medical clinic
Clover Youn,(505) 272-3303,https://hsc.unm.edu/directory/youn-clover.html,Medical clinic
Presbyterian Ob/Gyn (Obstetrics and Gynecology) on Cedar SE,(505) 563-6000,https://www.phs.org/doctors-services/services-centers/womens-health/obstetrics-gynecology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_phpob_obgyn__109,Women's health clinic
First Choice Community Healthcare: Briones Monica MD,(505) 768-5450,http://www.fcch.com/,Doctor
Garcia Rafael M,(505) 724-4300,http://www.newmexicoorthopaedics.com/,Medical clinic
MATERNITY & INFANT CARE,,http://hospitals.unm.edu/women/maternity/maternity_family.shtml,Women's health clinic
Optum Vein Clinic,(505) 262-7281,https://abqhp.com/Clinic/67,Medical Center
Dr. Scott Hartman,(505) 272-2900,,Psychologist
New Mexico Foot & Ankle Institute,(505) 872-3333,http://www.nmfootandankle.com/,Medical clinic
Lovelace Medical Group - Sleep Medicine,(505) 727-2000,https://lovelace.com/services/sleep-medicine,Sleep clinic
Kimberly Chavez,(505) 255-5501,,Community health centre
Enchanted Family Medicine,(505) 573-5134,http://www.enchantedfamilymedicine.com/,Medical clinic
Onuska Margaret,(505) 349-3361,,Medical clinic
ACC Health,(800) 856-6528,http://www.acchealthcare.com/,Medical clinic
Health Partner General Surgery,,,Surgical center
Zia Infused Wellness,(505) 890-8955,https://zia-infusedwellness.com/,Medical clinic
377th Medical Group - Kirtland Air Force Base,(505) 846-3200,http://kirtland.tricare.mil/,Medical clinic
Optum Dermatology,(505) 262-7097,https://nm.optum.com/Clinic/16,Dermatologist
Optum Bariatrics,(505) 262-7281,https://abqhp.com/Clinic/1109,Surgical center
Judith Biesen,(505) 925-2400,,Psychologist
Harris Marcia M,(505) 925-2424,,Psychologist
Dr. Virginia Waldorf,(505) 272-8950,,Psychologist
Planned Parenthood - San Mateo,(505) 265-9511,https://www.plannedparenthood.org/health-center/new-mexico/albuquerque/87108/san-mateo-2956-90210?utm_campaign=san-mateo&utm_medium=organic&utm_source=local-listing,Women's health clinic
Optum Pulmonary,(505) 262-7223,https://nm.optum.com/Clinic/52,Pulmonologist
Optum Radiology,(505) 262-3223,https://nm.optum.com/Clinic/1108,Radiologist
Paul Romo,(505) 272-8950,https://hsc.unm.edu/directory/romo-paul.html,Psychiatrist
Valencia Valley Health Care,(505) 200-2647,,Medical clinic
Administrative Medical Services,(505) 884-1214,,Medical clinic
Dr. Snehal Bhatt,(505) 272-8950,https://vivo.health.unm.edu/display/n9924,Psychiatrist
Optum Neurology,(505) 262-7250,https://nm.optum.com/Clinic/35,Neurologist
ABQ Healthcare 2 You,(505) 658-4242,http://www.abqcare.com/,Medical clinic
Health & Wellness Center,(505) 846-1186,,Medical clinic
ABC Wellness Clinic,(505) 266-6039,http://www.abcwellness.com/contact.html,Medical clinic
"Dr. Patrick J. Abbott, MD",(505) 925-2400,,Psychiatrist
Kristina Dumas,(505) 272-2111,,Psychologist
Jennifer Vickers,(505) 272-3101,,Psychiatrist
"Dr. Michael Bogenschutz, MD",(505) 925-2400,,Psychiatrist
Optum Surgery Center,(505) 262-7281,https://nm.optum.com/Clinic/1110,Surgical center
Berlinda Gonzalez,(505) 925-2400,,Community health centre
UNM HSC PEDS Continuum of Care,(505) 925-2350,http://coc.unm.edu/,Medical clinic
Phi Air Medical,,,Medical clinic
Dr. Shelley Alonso-Marsden,(505) 272-2800,,Psychologist
Desert Mountain Medical,(505) 247-2858,,Medical clinic
BeeWell Medical Center,(505) 554-2681,http://www.beewellmedical.com/,Mental health service
UNM Pediatric Urgent Care,(505) 272-2345,https://hsc.unm.edu/,Medical clinic
Presbyterian Family Medicine in Albuquerque at Kaseman Hospital,(505) 291-2402,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_pkh_pcpfammed__048,Family practice physician
First Nations Community HealthSource,(505) 262-2481,http://fnch.org/,Medical Center
Albuquerque Family Mental Health Clinic,(505) 256-0065,,Mental health service
Women's Health Clinic: Hall Rebecca MD,(505) 272-2245,,Doctor
S W Center For Pain Management,(505) 242-4800,http://www.swpainnm.com/,Pain control clinic
Women's Surgical Center,(800) 777-7630,https://southwesternwomens.com/,Surgical center
UNM Department of OB-GYN,(505) 272-2245,http://obgyn.unm.edu/,Women's health clinic
Isabel Ross,(505) 247-4900,,Psychiatrist
Fundamental Health Care,(505) 767-6468,,Mental health service
Circulate Vascular Specialists,(505) 317-7737,https://circulatevascular.com/,Medical clinic
"Dr Mahmood Zamanian, MD | Internal Medicine | Presbyterian Primary Care in Albuquerque",(505) 291-2200,https://www.phs.org/doctors-services/services-centers/primary-care/internal-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpintmed_zamanian_1386641876,Internist
DNA & Paternity of Albuquerque,(505) 304-3886,,Medical clinic
Presbyterian Sleep Medicine in Albuquerque at Kaseman Hospital,(505) 291-2700,https://www.phs.org/doctors-services/services-centers/sleep-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_pKh_sleepmedicine__171,Medical clinic
Uh Women's Health,(505) 272-2245,https://www.uhhospitals.org/services/obgyn-womens-health,Women's health clinic
"Dr Angela Dunn, DO | Internal Medicine | Presbyterian Primary Care",(505) 462-7333,https://www.phs.org/doctors-services/services-centers/primary-care/internal-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpintmed_dunn_1942525597,Family practice physician
Rio Grande Natural Health Clinic,(505) 837-2335,https://www.nealsirwinski.com/,Acupuncturist
Althera Alternative Care | Direct Primary Care Albuquerque,(505) 322-2411,https://www.altheraclinic.com/,Medical Center
Specialty Seating Clinic,(505) 222-4610,https://www.nmhealth.org/about/ddsd/pgsv/clinical/specialty/seating/,Medical clinic
First Nations Community Healthsource Truman Clinic,(505) 248-2990,http://fnch.org/,Medical Center
Young Children's Health Center,(505) 272-9242,https://directory.unm.edu/departments/department_phone_list.php?dept=863,Medical clinic
Maternal Diabetes Clinic,(505) 272-0182,,Medical clinic
higi,(866) 818-8793,https://higi.com/locator,Medical clinic
Home Health Care,(505) 225-9507,,Medical clinic
Presbyterian Adult & Geriatric Behavioral Health Clinic in Albuquerque on Wyoming Blvd,(505) 291-5300,https://www.phs.org/doctors-services/services-centers/behavioral-health/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_wyoming1325_adultbh__001,Mental health clinic
One Hope Centro de Vida Health Center,(505) 256-1100,https://www.eastcentralministries.org/one-hope-clinic,Community health centre
Journal Center Healthcare Center,(505) 262-7000,http://www.abqhp.com/,Medical Center
Dwyer Karen,(505) 559-4495,http://www.wcscnm.com/,Medical clinic
Women's Specialists of New Mexico (WSNM),(505) 843-6168,http://wsnm.org/,Women's health clinic
Sage Neuroscience Center,(505) 884-1114,http://www.sageclinic.org/,Medical clinic
Precision Medical Hair Restoration & Aesthetics,,https://precisionmedicalhair.com/,Hair transplantation clinic
Presbyterian Menopause Services in Albuquerque on Pan American Fwy,(505) 823-8787,https://www.phs.org/doctors-services/services-centers/womens-health/obstetrics-gynecology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_panam_menopause__226,Obstetrician-gynecologist
Presbyterian Pediatric Urgent Care in Albuquerque on Harper Dr,(505) 823-8888,https://www.phs.org/doctors-services/services-centers/urgent-care/pediatric-urgent-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_harper_puc,Urgent care center
Presbyterian COVID Drive Through Testing in Albuquerque on San Mateo,,https://www.phs.org/covid19/?utm_source=gmb&utm_medium=covid_abq_5200sanmateo&utm_campaign=listing,Specialized clinic
Sunrise Medical Pain Clinic,(505) 433-5572,https://sunrisemedicalnm.com/,Pain management physician
"Tranquility Ketamine Clinic, LLC",(505) 639-4973,https://tranquilityketamine.com/,Medical clinic
UNM Center For Life,(505) 925-7464,https://hsc.unm.edu/health/patient-care/integrative-medicine/index.html,Wellness center
"Robert Martinez Jr., FNP-BC",(505) 727-4430,https://lovelace.com/doctors/robert-martinez-jr-fnp-bc-0,Orthopedic clinic
Accident and Injury Clinic of Albuquerque,(505) 916-3574,http://accidentinjuryalbuquerque.com/,Pain management physician
OmniSleep Sleep Health,(505) 843-8758,http://www.omnisleep.com/,Sleep clinic
"Dr. Josip Gazic, MD",(505) 884-1114,https://sageclinic.org/,Psychiatrist
ABQ Orthopedics,(505) 418-6636,http://www.abqorthopedics.com/,Orthopedic clinic
Presbyterian Pulmonology Lab in Albuquerque on Harper Dr,(505) 823-8200,https://www.phs.org/doctors-services/services-centers/specialties/pulmonology/Pages/pulmonology-lab-harper.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_harper_pulmolab__225,Specialized clinic
New Mexico Arthritis Center,(505) 822-1309,,Medical clinic
Optum Endocrinology,(505) 262-7455,https://abqhp.com/Clinic/95,Endocrinologist
"MicroNutrient Infusion Services, AHC LLC",(505) 821-9609,http://www.ahctherapies.com/,Medical clinic
Optum Podiatry,(505) 232-1530,https://abqhp.com/clinic/50,Podiatrist
"Women's Pelvic Care of NM, LLC",(505) 888-0443,http://www.womenspsc.com/,Women's health clinic
Opti Health Inc,(505) 875-1900,,Mental health service
RMA Vascular Access Center,(505) 998-7475,https://renalmed.com/pages/access-center,Surgical center
Usa Pain Clinics,,,Medical clinic
Optum Bariatrics,(505) 262-7281,https://abqhp.com/Clinic/1109,Surgical center
Optum Vascular Lab,(505) 262-7281,https://abqhp.com/clinic/103,Medical laboratory
"Dr. Thomas W. Longley, MD",(505) 295-7030,https://www.oakstreethealth.com/doctors/dr-thomas-w-longley-md?utm_source=listings&utm_vpf=rep,Doctor
ED Men's Consulting,,https://albuquerque.erectile-dysfunction-medical-center.com/,Medical clinic
Presbyterian Wound and Ostomy Center on Harper Dr NE,(505) 823-8870,https://www.phs.org/doctors-services/services-centers/Pages/wound-center.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_harper_wound,Specialized clinic
ALB Pain Management & Spine Care,(505) 800-7885,https://www.albpainclinic.com/,Medical clinic
South West Interventional Pain Specialist,(505) 881-5080,http://swipsnm.com/,Pain control clinic
Southwest Endoscopy,(505) 999-1600,http://southwestgi.com/,Medical clinic
AXCES Health | AXCES Research Albuquerque,(505) 807-0454,http://axcesresearch.com/,Medical clinic
"Dr Jennifer Perry, MD | Presbyterian Family Medicine | Primary Care",(505) 823-8282,https://www.phs.org/doctors-services/services-centers/primary-care/family-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpfammed_perry_1538664925,Family practice physician
"Infinity Medical Center, Scott Walker NP-C",(505) 322-2510,http://www.infinitymedicalofabq.com/,Nurse practitioner
SWGA,+1 9991600,https://www.southwestgi.com/,Medical clinic
Industrial Rehabilitation Clinic,(505) 797-7691,http://www.ircclinics.com/contact-us,Sports medicine clinic
Presbyterian Obstetrics and Gynecology in Albuquerque on Pan American Fwy,(505) 823-8787,https://www.phs.org/doctors-services/services-centers/womens-health/obstetrics-gynecology/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_panam_obgyn__110,Women's health clinic
"Leyna R. Inberg, NP",(505) 295-7030,,Nurse practitioner
Renal Medicine Associates,(505) 998-7400,https://renalmed.com/,Medical clinic
Specialized Medical Services,(505) 345-9241,,Medical clinic
"Laura Wells, FNP",(505) 727-6200,https://lovelace.com/doctors/laura-wells-fnp,Urgent care center
Abq Injury Clinic,(505) 884-4365,http://abqinjuryclinic.wixsite.com/abqinjuryclinic,Medical clinic
Cano Health,(505) 886-4100,http://canohealth.com/,Medical Center
